Animal Number;Date;Incomplete;Incomplete Milkings;Kickoff LF;Kickoff LR;Kickoff RF;Kickoff RR;Incomplete Milkings;OCC(*1000 cells/ml);Peak Flow LF;Peak Flow LR;Peak Flow RF;Peak Flow RR;Yield LF;Yield LR;Yield RF;Yield RR;Yield/Hour;Yield/Hour LF;Yield/Hour LR;Yield/Hour RF;Yield/Hour RR;Avg. Milking Duration;Avg. Milking Interval;Days In Milk;Milk Duration (mm:ss);Lactation Number;Position;Teats Not Found;Begin Time;End Time;Mean Flow LF;Mean Flow LR;Mean Flow RF;Mean Flow RR
1325;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;2.52;2.22;1.68;;6.91;5.74;2.30;1.65;0.00;0.76;0.63;0.25;07:29;08:57:03;85;07:29;2;0;;11/17/2023 11:38 AM;11:45 AM;;1.80;1.68;1.26
1081;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;237;1.86;1.38;1.86;1.86;5.52;6.38;6.46;6.25;2.25;0.51;0.58;0.59;0.57;09:26;10:45:04;258;09:26;3;0;;11/17/2023 11:33 AM;11:43 AM;1.26;1.02;1.38;1.26
729;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;45;1.50;1.44;1.74;1.68;6.45;5.97;7.62;6.75;2.51;0.60;0.56;0.71;0.63;11:58;10:27:56;170;11:58;5;0;;11/17/2023 11:28 AM;11:40 AM;1.08;1.08;1.20;1.20
1293;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.68;1.38;1.62;5.91;4.89;5.89;4.27;1.68;0.47;0.39;0.47;0.34;09:36;12:17:04;166;09:36;2;0;;11/17/2023 11:28 AM;11:37 AM;1.02;1.08;0.96;1.14
1451;11/17/2023;;0;Checked;Unchecked;Unchecked;Unchecked;0;;2.10;1.74;2.22;1.80;2.93;3.57;3.15;3.19;1.27;0.29;0.35;0.31;0.32;06:46;09:59:39;146;06:46;1;0;;11/17/2023 11:29 AM;11:36 AM;1.50;1.20;1.50;1.14
962;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;380;1.32;1.50;1.50;1.56;4.59;7.55;4.17;6.90;2.32;0.46;0.75;0.42;0.69;11:08;09:49:41;118;11:08;4;0;;11/17/2023 11:18 AM;11:29 AM;0.96;1.14;1.08;0.90
1288;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Checked;0;;1.02;1.26;1.26;1.50;5.72;6.11;6.67;5.50;1.94;0.46;0.49;0.54;0.45;13:34;12:06:51;61;13:34;2;0;;11/17/2023 11:14 AM;11:28 AM;0.72;0.78;0.84;0.78
1291;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.68;2.46;1.56;1.69;2.98;2.95;3.59;1.78;0.27;0.47;0.47;0.57;05:41;06:11:21;125;05:41;2;0;;11/17/2023 11:21 AM;11:27 AM;1.20;1.20;1.62;1.20
1168;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;220;1.14;1.20;1.08;1.38;6.17;6.93;5.99;5.76;2.78;0.69;0.78;0.67;0.64;13:15;08:42:29;61;13:15;3;0;;11/17/2023 11:11 AM;11:25 AM;0.66;0.78;0.66;0.90
1281;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.62;1.32;1.68;1.26;2.91;2.94;2.91;2.58;1.33;0.34;0.34;0.34;0.30;12:06;08:20:14;135;12:06;2;0;;11/17/2023 11:08 AM;11:20 AM;0.96;0.78;1.02;0.72
904;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;2;1.02;1.26;1.26;1.50;4.10;6.18;4.02;5.10;2.24;0.47;0.71;0.46;0.59;10:19;08:29:39;125;10:19;4;0;;11/17/2023 11:07 AM;11:17 AM;0.78;0.90;0.90;0.90
1223;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.92;1.98;1.98;1.98;2.10;3.01;2.36;2.35;1.63;0.35;0.50;0.39;0.39;06:24;05:54:42;312;06:24;2;0;;11/17/2023 11:07 AM;11:13 AM;1.32;1.44;1.38;1.38
1495;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;1.20;1.92;1.38;3.20;2.55;3.57;3.02;1.22;0.32;0.25;0.35;0.30;06:33;10:02:46;21;06:33;1;0;;11/17/2023 11:00 AM;11:06 AM;1.32;0.78;1.32;0.90
1274;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;48;1.32;1.92;1.38;2.16;3.46;5.54;3.87;5.36;1.73;0.33;0.52;0.37;0.51;07:21;10:26:31;104;07:21;2;0;;11/17/2023 10:59 AM;11:06 AM;0.90;1.44;0.96;1.26
1473;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.32;1.98;1.08;1.86;2.78;5.63;3.20;5.12;1.62;0.27;0.54;0.31;0.50;07:35;10:11:40;21;07:35;1;0;;11/17/2023 10:57 AM;11:05 AM;0.84;1.44;0.78;1.26
1440;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.62;1.20;1.44;;3.75;2.29;2.60;0.88;0.00;0.38;0.23;0.26;07:54;09:41:01;149;07:54;1;0;;11/17/2023 10:51 AM;10:59 AM;;1.20;0.78;1.14
921;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;148;1.44;1.32;1.86;1.86;2.31;2.01;2.89;3.55;1.36;0.29;0.25;0.37;0.45;06:55;07:48:20;249;06:55;4;0;;11/17/2023 10:51 AM;10:58 AM;1.02;0.78;1.26;1.38
738;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;125;2.52;1.02;2.34;3.18;3.50;0.55;2.55;7.06;1.24;0.32;0.05;0.23;0.64;08:59;10:52:03;293;08:59;5;0;;11/17/2023 10:49 AM;10:58 AM;1.92;0.48;1.68;2.46
1284;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;;1.74;1.68;6.14;;5.86;5.13;1.96;0.70;0.00;0.67;0.59;08:16;08:36:04;167;08:16;2;0;;11/17/2023 10:47 AM;10:55 AM;1.26;;1.32;1.20
897;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;2.40;1.98;2.28;2.34;3.98;6.36;3.65;6.10;2.17;0.43;0.69;0.39;0.66;07:39;09:07:20;201;07:39;4;0;;11/17/2023 10:43 AM;10:51 AM;1.80;1.26;1.62;1.74
1160;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.56;1.86;1.86;2.04;4.18;4.35;4.43;4.61;1.93;0.46;0.48;0.49;0.51;06:45;08:59:37;18;06:45;3;0;;11/17/2023 10:43 AM;10:50 AM;1.08;1.44;1.32;1.38
1244;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;65;2.94;1.80;2.40;3.00;4.48;4.81;4.04;5.75;1.88;0.44;0.47;0.40;0.57;06:05;10:03:03;131;06:05;2;0;;11/17/2023 10:40 AM;10:47 AM;2.34;1.32;1.92;2.34
686;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;1.80;1.86;1.86;5.62;7.36;6.03;7.01;3.11;0.67;0.88;0.72;0.84;09:15;08:13:29;50;09:15;5;0;;11/17/2023 10:37 AM;10:46 AM;1.32;1.20;1.26;1.44
1101;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;54;1.98;1.98;1.68;;5.48;5.52;8.04;;2.17;0.63;0.63;0.92;0.00;10:25;08:35:43;177;10:25;3;0;;11/17/2023 10:32 AM;10:42 AM;1.38;1.50;1.08;
1405;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.74;1.62;1.26;;4.46;3.94;3.18;1.60;0.00;0.62;0.55;0.44;05:37;07:06:37;166;05:37;1;0;;11/17/2023 10:36 AM;10:42 AM;;1.32;1.14;0.90
703;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;208;2.52;2.52;1.86;2.10;4.75;5.07;4.91;4.16;1.48;0.37;0.40;0.39;0.33;05:39;12:38:38;244;05:39;5;0;;11/17/2023 10:34 AM;10:40 AM;1.86;1.80;1.50;1.56
1433;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.62;1.50;1.32;2.85;3.65;3.34;3.07;1.47;0.32;0.42;0.38;0.35;05:39;08:41:29;195;05:39;1;0;;11/17/2023 10:31 AM;10:36 AM;1.20;1.20;1.08;0.96
1067;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.74;1.74;1.86;3.74;4.86;3.48;4.23;1.49;0.34;0.45;0.32;0.39;06:13;10:49:26;215;06:13;3;0;;11/17/2023 10:29 AM;10:35 AM;1.26;1.26;1.32;1.38
1178;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;345;2.28;1.92;1.38;1.44;5.86;5.66;4.61;3.94;2.03;0.59;0.57;0.47;0.40;08:43;09:43:16;63;08:43;3;0;;11/17/2023 10:25 AM;10:33 AM;1.62;1.56;0.84;1.02
1268;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;231;2.22;2.40;2.22;2.34;2.75;3.81;3.06;3.48;1.98;0.42;0.58;0.46;0.53;05:08;06:31:32;15;05:08;2;0;;11/17/2023 10:25 AM;10:30 AM;1.44;1.50;1.50;1.56
1429;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.44;2.10;1.92;1.38;5.18;5.03;5.50;5.04;1.84;0.46;0.45;0.49;0.45;07:54;11:08:19;203;07:54;1;0;;11/17/2023 10:22 AM;10:30 AM;0.96;1.44;1.26;0.96
1435;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.80;1.80;1.68;1.56;4.24;4.07;4.75;4.46;1.50;0.36;0.35;0.41;0.38;06:11;11:32:25;130;06:11;1;0;;11/17/2023 10:23 AM;10:29 AM;1.44;1.32;1.26;1.08
454;11/17/2023;LF;1;Unchecked;Unchecked;Unchecked;Unchecked;1;662;1.38;1.20;1.26;1.44;0.84;2.24;1.15;2.53;0.65;0.08;0.22;0.11;0.24;12:56;10:07:30;241;12:56;7;0;;11/17/2023 10:11 AM;10:24 AM;0.90;0.90;0.72;1.02
925;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;2.22;1.74;2.16;1.26;5.01;7.67;5.45;6.56;1.88;0.38;0.58;0.41;0.50;09:26;12:59:47;192;09:26;4;0;;11/17/2023 10:15 AM;10:24 AM;1.62;1.32;1.68;0.96
1406;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.86;1.80;1.14;2.87;4.05;3.57;0.51;1.16;0.30;0.43;0.38;0.05;06:41;09:24:09;212;06:41;1;0;;11/17/2023 10:15 AM;10:22 AM;1.44;1.38;1.38;0.48
1454;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.26;1.14;1.44;0.96;4.70;5.09;5.25;4.51;1.70;0.41;0.44;0.46;0.39;11:19;11:16:32;109;11:19;1;0;;11/17/2023 10:10 AM;10:21 AM;0.78;0.66;1.02;0.66
1465;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.20;0.96;0.84;1.08;2.16;2.83;2.02;2.56;1.48;0.33;0.44;0.31;0.40;06:49;06:21:01;107;06:49;1;0;;11/17/2023 10:08 AM;10:14 AM;0.72;0.66;0.60;0.72
1241;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;17;2.46;2.04;1.98;2.10;2.97;3.87;3.81;4.55;2.18;0.43;0.56;0.55;0.65;05:45;06:51:50;119;05:45;2;0;;11/17/2023 10:08 AM;10:14 AM;1.86;1.62;1.50;1.62
896;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;51;1.38;1.38;1.38;1.38;2.64;3.80;3.65;3.07;1.14;0.23;0.33;0.32;0.27;06:27;11:27:04;284;06:27;4;0;;11/17/2023 10:04 AM;10:11 AM;1.02;0.96;1.02;0.96
1453;11/17/2023;;0;Unchecked;Checked;Unchecked;Unchecked;0;;2.10;2.52;2.04;1.62;2.24;5.47;4.31;4.63;1.72;0.23;0.57;0.45;0.48;06:11;09:33:31;93;06:11;1;0;;11/17/2023 10:02 AM;10:09 AM;1.44;1.50;1.56;1.26
868;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;2.16;1.80;1.86;1.74;7.05;7.86;5.37;8.22;2.49;0.62;0.69;0.47;0.72;08:56;11:18:51;60;08:56;4;0;;11/17/2023 9:58 AM;10:07 AM;1.56;1.26;1.38;1.26
1485;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;0.96;1.08;1.08;1.08;2.64;3.56;2.76;3.03;1.51;0.33;0.45;0.35;0.38;07:26;07:47:35;22;07:26;1;0;;11/17/2023 9:59 AM;10:07 AM;0.66;0.72;0.78;0.78
1252;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.50;1.44;1.74;1.38;5.31;6.01;5.23;6.30;1.82;0.42;0.48;0.42;0.50;09:55;12:22:04;200;09:55;2;0;;11/17/2023 9:54 AM;10:04 AM;1.02;1.08;1.32;0.90
1272;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.46;;1.26;1.74;7.44;;6.97;7.33;1.88;0.64;0.00;0.60;0.63;09:30;11:23:23;169;09:30;2;0;;11/17/2023 9:53 AM;10:02 AM;1.80;;0.96;1.38
1323;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.86;2.04;;1.92;4.90;6.37;;5.91;1.32;0.38;0.49;0.00;0.46;06:24;12:51:23;65;06:24;2;0;;11/17/2023 9:52 AM;9:59 AM;1.20;1.50;;1.32
1172;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.80;2.10;1.68;2.40;5.97;7.30;6.05;7.35;2.12;0.47;0.58;0.48;0.58;08:10;12:27:48;85;08:10;3;0;;11/17/2023 9:50 AM;9:58 AM;1.14;1.56;1.08;1.74
1449;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.28;2.22;2.10;1.56;3.30;4.09;2.90;3.01;1.97;0.49;0.61;0.43;0.45;04:48;06:39:48;131;04:48;1;0;;11/17/2023 9:47 AM;9:52 AM;1.62;1.74;1.50;1.08
1430;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.20;1.44;1.08;5.51;6.06;5.25;4.31;1.79;0.47;0.51;0.44;0.37;09:40;11:37:48;184;09:40;1;0;;11/17/2023 9:42 AM;9:52 AM;0.78;0.84;0.84;0.66
1142;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;37;1.68;;1.86;1.62;6.85;;7.11;6.08;2.36;0.81;0.00;0.84;0.72;07:35;08:22:29;83;07:35;3;0;;11/17/2023 9:44 AM;9:52 AM;1.26;;1.38;1.14
1286;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;114;1.86;2.16;1.50;1.44;4.41;5.21;4.29;6.32;1.92;0.42;0.49;0.41;0.60;08:50;10:23:05;116;08:50;2;0;;11/17/2023 9:40 AM;9:49 AM;1.38;1.56;1.08;1.02
1474;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.62;1.38;1.38;3.38;4.79;3.78;4.54;1.67;0.34;0.49;0.38;0.46;06:49;09:44:41;73;06:49;1;0;;11/17/2023 9:40 AM;9:47 AM;1.20;1.20;0.96;1.02
978;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;20;0.96;1.38;1.32;1.20;4.33;4.30;4.10;4.29;1.85;0.47;0.47;0.44;0.47;09:05;09:04:12;233;09:05;3;0;;11/17/2023 9:34 AM;9:43 AM;0.66;1.02;1.02;0.90
1370;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.98;1.56;1.68;4.74;5.75;4.42;5.21;1.69;0.40;0.48;0.37;0.44;06:45;11:47:50;259;06:45;1;0;;11/17/2023 9:34 AM;9:41 AM;1.38;1.38;1.20;1.26
833;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;668;;1.86;0.84;1.62;;9.82;0.68;8.04;1.31;0.00;0.69;0.05;0.57;10:08;13:58:49;162;10:08;4;0;;11/17/2023 9:30 AM;9:40 AM;;1.26;0.36;1.14
1409;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.62;1.08;1.74;3.08;4.41;3.13;3.83;1.80;0.38;0.55;0.39;0.48;06:15;07:54:50;180;06:15;1;0;;11/17/2023 9:33 AM;9:39 AM;1.02;1.14;0.84;1.26
1058;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;111;1.32;1.50;1.50;1.56;3.45;4.32;4.03;4.45;1.74;0.37;0.46;0.43;0.48;06:25;09:14:06;445;06:25;2;0;;11/17/2023 9:27 AM;9:34 AM;0.96;1.14;1.02;1.14
1362;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.04;1.92;2.64;1.92;4.90;5.30;4.36;5.23;1.58;0.39;0.42;0.35;0.42;05:55;12:24:40;317;05:55;1;0;;11/17/2023 9:28 AM;9:34 AM;1.44;1.56;1.68;1.50
1237;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.40;1.98;1.68;1.50;4.24;5.19;3.90;6.11;1.51;0.33;0.40;0.30;0.47;07:58;12:43:13;311;07:58;2;0;;11/17/2023 9:25 AM;9:33 AM;1.56;1.50;1.26;1.08
986;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;22;1.20;1.62;0.96;1.50;7.30;7.99;5.84;8.66;2.12;0.52;0.57;0.42;0.62;12:45;13:50:49;110;12:45;4;0;;11/17/2023 9:16 AM;9:29 AM;0.84;0.90;0.66;0.90
1424;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.50;1.08;1.32;1.50;3.64;2.80;3.74;2.88;1.34;0.37;0.29;0.38;0.29;06:07;09:40:10;179;06:07;1;0;;11/17/2023 9:21 AM;9:27 AM;1.02;0.78;0.96;1.02
1235;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;0;1.38;2.22;2.04;;7.96;9.54;8.11;;2.05;0.64;0.76;0.65;0.00;10:14;12:20:42;141;10:14;2;0;;11/17/2023 9:16 AM;9:26 AM;1.02;1.62;1.32;
1197;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.50;1.80;1.26;5.49;6.60;5.11;5.25;2.47;0.60;0.73;0.56;0.58;08:51;08:56:48;19;08:51;3;0;;11/17/2023 9:14 AM;9:23 AM;1.26;1.02;1.14;0.90
1437;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.50;1.44;1.44;3.15;4.24;3.11;4.05;1.37;0.30;0.40;0.29;0.38;06:14;10:29:04;159;06:14;1;0;;11/17/2023 9:13 AM;9:19 AM;1.02;1.08;1.02;1.02
1091;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;74;1.50;1.44;1.68;1.86;4.93;6.53;4.17;7.85;2.02;0.42;0.56;0.36;0.68;08:00;11:28:16;276;08:00;3;0;;11/17/2023 9:08 AM;9:16 AM;1.02;1.14;1.08;1.44
1153;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;2.10;2.64;2.34;2.58;5.08;6.29;6.44;5.77;3.12;0.67;0.83;0.85;0.76;06:21;07:26:39;75;06:21;3;0;;11/17/2023 9:07 AM;9:14 AM;1.56;1.98;1.68;1.98
571;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.50;1.50;1.32;1.62;4.09;7.30;3.45;5.88;1.72;0.34;0.61;0.29;0.49;14:11;11:46:58;28;14:11;6;0;;11/17/2023 8:59 AM;9:13 AM;0.78;1.08;0.96;1.26
1391;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.16;1.50;2.04;1.80;3.47;2.64;3.16;2.99;1.16;0.33;0.25;0.30;0.28;04:40;10:30:03;256;04:40;1;0;;11/17/2023 9:08 AM;9:13 AM;1.62;1.08;1.56;1.32
1436;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.56;1.68;1.38;4.33;3.75;4.56;3.22;1.64;0.45;0.39;0.47;0.33;06:16;09:34:44;206;06:16;1;0;;11/17/2023 9:01 AM;9:07 AM;1.14;1.14;1.26;0.96
723;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;94;2.34;2.52;2.10;2.22;6.79;7.65;3.51;4.54;1.47;0.44;0.50;0.23;0.30;06:19;15:13:51;35;06:19;5;0;;11/17/2023 9:00 AM;9:07 AM;1.74;2.04;1.44;1.62
1164;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;2.22;1.80;2.46;2.28;5.73;7.10;6.67;6.61;2.55;0.56;0.69;0.65;0.64;07:14;10:07:28;23;07:14;3;0;;11/17/2023 8:58 AM;9:06 AM;1.74;1.38;1.92;1.68
1385;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.38;1.26;1.08;1.68;3.05;3.38;3.19;3.01;1.50;0.36;0.40;0.38;0.36;06:16;08:18:51;249;06:16;1;0;;11/17/2023 8:54 AM;9:00 AM;0.96;0.84;0.84;1.26
1148;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;294;1.26;1.32;1.92;0.66;2.73;3.60;5.15;1.78;2.02;0.42;0.55;0.79;0.27;07:43;06:25:13;129;07:43;3;0;;11/17/2023 8:52 AM;9:00 AM;0.72;0.78;1.26;0.36
1425;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;0.84;1.08;1.08;1.20;3.03;4.59;3.89;4.60;1.46;0.27;0.42;0.35;0.42;10:28;10:51:39;147;10:28;1;0;;11/17/2023 8:48 AM;8:58 AM;0.60;0.66;0.72;0.90
1264;11/17/2023;;0;Checked;Unchecked;Unchecked;Unchecked;0;314;2.52;1.98;2.40;2.46;3.20;4.58;4.42;3.04;1.45;0.31;0.44;0.42;0.29;04:59;10:23:49;258;04:59;2;0;;11/17/2023 8:53 AM;8:58 AM;1.74;1.50;1.86;1.68
1133;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;2.40;1.86;2.22;2.10;3.70;4.22;4.49;4.28;1.96;0.44;0.50;0.53;0.50;05:01;08:25:08;41;05:01;3;0;;11/17/2023 8:48 AM;8:53 AM;1.80;1.44;1.62;1.62
808;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;34;0.90;1.62;1.08;1.62;4.29;6.95;3.45;6.98;2.56;0.51;0.82;0.41;0.82;10:24;08:17:45;29;10:24;5;0;;11/17/2023 8:41 AM;8:52 AM;0.60;1.20;0.60;1.08
905;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;117;1.74;2.70;1.56;1.98;1.62;6.27;1.83;4.27;1.42;0.16;0.64;0.19;0.43;05:25;09:46:36;288;05:25;4;0;;11/17/2023 8:46 AM;8:51 AM;0.96;1.92;1.08;1.38
1312;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.02;1.08;1.32;0.90;3.77;4.80;4.71;4.55;2.34;0.49;0.63;0.62;0.60;09:56;07:28:03;52;09:56;2;0;;11/17/2023 8:37 AM;8:47 AM;0.66;0.78;0.90;0.60
1270;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;3.54;2.04;3.12;;5.78;5.63;5.26;;1.44;0.50;0.49;0.45;0.00;08:01;11:25:52;156;08:01;2;0;;11/17/2023 8:39 AM;8:47 AM;2.22;1.26;2.16;
1279;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;28;1.74;2.70;2.22;2.28;3.94;5.33;5.13;7.64;2.15;0.38;0.52;0.50;0.75;06:54;10:08:53;58;06:54;2;0;;11/17/2023 8:39 AM;8:45 AM;1.32;1.98;1.62;1.68
842;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;168;;3.12;2.34;2.64;;6.94;4.31;8.42;1.98;0.00;0.70;0.43;0.85;06:01;09:51:01;219;06:01;4;0;;11/17/2023 8:35 AM;8:41 AM;;2.52;1.80;2.04
1456;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.14;1.20;1.38;1.02;1.94;2.46;2.15;2.39;1.45;0.31;0.40;0.35;0.39;05:22;06:04:26;131;05:22;1;0;;11/17/2023 8:33 AM;8:38 AM;0.78;0.84;0.90;0.72
1163;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;14;1.02;1.26;1.08;1.26;0.39;8.39;5.73;7.47;2.15;0.04;0.82;0.56;0.73;12:11;10:02:16;100;12:11;3;0;;11/17/2023 8:26 AM;8:38 AM;0.30;0.90;0.72;0.84
1376;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.68;1.74;1.68;1.32;2.22;2.61;2.05;2.40;1.63;0.39;0.46;0.36;0.42;04:48;05:36:40;277;04:48;1;0;;11/17/2023 8:32 AM;8:37 AM;1.14;1.08;1.20;0.96
1321;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;45;2.46;2.40;2.76;2.52;5.14;4.39;5.73;6.60;1.64;0.39;0.33;0.43;0.50;05:54;13:13:26;81;05:54;2;0;;11/17/2023 8:27 AM;8:33 AM;1.86;1.50;2.10;1.80
1441;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.44;1.80;1.50;1.14;2.21;2.94;2.98;0.90;1.14;0.28;0.37;0.38;0.11;05:38;07:49:30;192;05:38;1;0;;11/17/2023 8:26 AM;8:32 AM;0.90;1.38;0.90;0.66
1477;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;;1.20;1.20;0.90;;5.16;4.59;4.18;1.33;0.00;0.49;0.44;0.40;09:11;10:20:46;72;09:11;1;0;;11/17/2023 8:22 AM;8:31 AM;;0.72;0.84;0.60
807;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;131;2.04;2.10;1.20;1.68;4.78;7.23;5.95;4.20;2.38;0.51;0.78;0.64;0.45;09:20;09:09:54;84;09:20;5;0;;11/17/2023 8:18 AM;8:27 AM;1.32;1.44;0.90;1.08
1003;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;5;;1.86;2.10;2.04;;6.26;6.17;6.11;2.25;0.00;0.76;0.75;0.74;07:49;08:07:31;114;07:49;3;0;;11/17/2023 8:18 AM;8:25 AM;;1.26;1.50;1.56
1400;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.92;1.26;1.86;1.44;4.22;4.41;4.53;4.76;1.83;0.43;0.45;0.46;0.49;07:31;09:40:57;231;07:31;1;0;;11/17/2023 8:18 AM;8:25 AM;1.20;0.84;1.44;1.08
1407;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;;1.74;1.98;1.68;1.50;3.39;5.66;3.70;5.06;1.43;0.27;0.46;0.30;0.41;06:47;12:18:42;215;06:47;1;0;;11/17/2023 8:15 AM;8:22 AM;1.08;1.26;1.14;1.08
1276;11/17/2023;;0;Unchecked;Unchecked;Unchecked;Unchecked;0;40;1.38;1.26;1.56;1.86;5.80;7.26;5.93;8.13;2.43;0.52;0.65;0.53;0.73;10:35;10:59:23;117;10:35;2;0;;11/17/2023 8:06 AM;8:17 AM;0.96;0.90;0.96;1.26
